0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0.0,0.4612275771434886,0.716556975483184,0.9313621873428618,0.9477275970723462,1.0635186361556144,1.4212976925201433,1.5587605811707732,1.6753312693170963,2.018936891594225,2.043419637542993,2.7887689874224155,3.209743164902318,3.8379598516444373,7.175931589730455,7.586370374129427
0.0,0.5530185954345544,0.5939211595070305,0.819978299475489,0.9210339622316458,1.0045346448337067,1.4212976925201433,1.5112492552206456,1.579137697107318,1.5907865053625854,2.1348599277796554,2.1731512433545173,2.318746025600086,2.928693930598191,6.035334682243892,6.457199947944444
0.0,0.661118187182893,0.7719908030770463,1.1490439477242063,1.1609208865928937,1.3478521492750146,1.6239969567905685,1.9064232700581563,2.0757630604013357,2.1731512433545173,2.676228992842936,2.7887689874224155,2.845542352826723,3.2387435001661817,4.584395430018418,4.969494730798098
0.0,0.6315818426361309,1.1609208865928937,1.883933147494817,72.00667350665301,2.2781766815791635,2.443575437394076,2.928693930598191,3.0170787149507077,3.0418266314255615,3.425125656027151,3.6481425415156163,3.7075950997933522,3.813988969845244,3.8379598516444373,4.3508745508284195
0.0,0.716556975483184,1.1686787287120894,1.3444067143388139,1.6148276615883383,1.6188773495262376,2.089736034772215,2.1348599277796554,2.2205369318908,2.474299308812176,2.690723665493536,3.2387435001661817,3.736570193181446,4.3508745508284195,7.742113910779647,8.145094733057357
0.0,0.4897223724780759,0.9210339622316458,1.0037473059397939,1.1220529184477213,1.1643931713197897,1.3478521492750146,1.4010564988160263,1.667223383023442,1.7136376139416345,1.7415067500847536,2.007667350665301,2.043419637542993,2.690723665493536,5.176667799008642,5.594234874694826
0.0,0.5939211595070305,0.6328831596461355,0.6335764884966517,0.7987412528665032,0.9313621873428618,1.0138199257620228,1.1220529184477213,1.1476410564986472,1.3622976949899595,1.6148276615883383,2.0757630604013357,2.3859853724647846,3.0170787149507077,6.28753336935205,6.702452860678712
0.0,0.4612275771434886,0.5073157312018843,0.6335764884966517,1.0045346448337067,1.1686787287120894,1.219974956422613,1.2529905309331524,1.6486976327366596,1.7415067500847536,1.9319998311716289,2.676228992842936,3.0166842243156426,3.6481425415156163,6.915777738944828,7.33180655084561
0.0,0.7636506391706201,1.0138199257620228,1.0635186361556144,1.158660613155438,1.219974956422613,1.3193934849646034,1.3444067143388139,1.579137697107318,1.6584339658528278,1.667223383023442,1.9064232700581563,2.445856313787913,3.0418266314255615,6.458258033408343,6.853229902421054
0.0,0.6315818426361309,0.661118187182893,1.2897328610110343,1.4010564988160263,1.685563947156238,1.819566402073422,2.318746025600086,2.3859853724647846,2.445856313787913,3.0166842243156426,3.085135927788513,3.209743164902318,3.736570193181446,4.013323299376171,4.411380299968454
0.0,0.5073157312018843,0.7987412528665032,0.819978299475489,0.9477275970723462,1.2656742928676858,1.6188773495262376,1.6584339658528278,1.7136376139416345,1.942700142451718,2.1559746687806816,2.845542352826723,3.085135927788513,3.7075950997933522,6.8552393170515655,7.276958719997414
0.0,0.3960031426805495,0.7719908030770463,1.0037473059397939,1.0500923762970245,1.158660613155438,1.2897328610110343,1.3622976949899595,1.5907865053625854,1.883933147494817,1.9319998311716289,2.018936891594225,2.1559746687806816,2.474299308812176,5.300089318230867,5.694572422197912
0.0,0.4897223724780759,0.5530185954345544,0.6328831596461355,1.0319421408696512,1.0500923762970245,1.2529905309331524,1.2656742928676858,1.3193934849646034,1.5587605811707732,1.6239969567905685,1.819566402073422,2.2205369318908,2.443575437394076,5.663162093930037,6.079766263101746
0.0,0.42671808496121993,3.813988969845244,4.411380299968454,4.969494730798098,5.594234874694826,5.694572422197912,6.079766263101746,6.0900169858230155,6.457199947944444,6.702452860678712,6.853229902421054,7.276958719997414,7.33180655084561,7.586370374129427,8.145094733057357
0.0,0.42671808496121993,3.425125656027151,4.013323299376171,4.584395430018418,5.176667799008642,5.300089318230867,5.663162093930037,5.69597436231312,6.035334682243892,6.28753336935205,6.458258033408343,6.8552393170515655,6.915777738944828,7.175931589730455,7.742113910779647
0.0,0.3960031426805495,0.7636506391706201,1.0319421408696512,1.1476410564986472,1.1490439477242063,1.1643931713197897,1.5112492552206456,1.6486976327366596,1.6753312693170963,1.685563947156238,1.942700142451718,2.089736034772215,2.2781766815791635,5.69597436231312,6.0900169858230155
